stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code
de:08237:1271:0:1,Obertal Tannenfels Bstg 1,48.532003,8.301727,,,,Bstg 1
de:08237:1271:0:2,Obertal Tannenfels Bstg 2,48.532003,8.301727,,,,Bstg 2
de:08237:1272,Mitteltal Naturbad,48.526673,8.307503,,,,
de:08237:1272:0:1,Mitteltal Naturbad Bstg 1,48.526673,8.307503,,,,Bstg 1
de:08237:1272:0:2,Mitteltal Naturbad Bstg 2,48.526673,8.307503,,,,Bstg 2
de:08237:1281,Obertal Adler,48.533008,8.289519,,,,
de:08237:1281:0:1,Obertal Adler Bstg 1,48.533008,8.289519,,,,Bstg 1
de:08237:1281:0:2,Obertal Adler Bstg 2,48.533008,8.289519,,,,Bstg 2
de:08237:1282,Obertal Engel,48.531497,8.283078,,,,
de:08237:1282:0:1,Obertal Engel Bstg 1,48.531497,8.283078,,,,Bstg 1
de:08237:1282:0:2,Obertal Engel Bstg 2,48.531497,8.283078,,,,Bstg 2
de:08237:1283,Obertal Buhlbachsaue,48.529362,8.278128,,,,
de:08237:1283:0:1,Obertal Buhlbachsaue Bstg 1,48.529362,8.278128,,,,Bstg 1
de:08237:1283:0:2,Obertal Buhlbachsaue Bstg 2,48.529362,8.278128,,,,Bstg 2
de:08237:1291,Buhlbach Waldheim,48.526441,8.269127,,,,
de:08237:1292,Buhlbach Glashütte,48.526435,8.264510,,,,
de:08237:1292:0:1,Buhlbach Glashütte Bstg 1,48.526435,8.264510,,,,Bstg 1
de:08237:1292:0:2,Buhlbach Glashütte Bstg 2,48.526435,8.264510,,,,Bstg 2
de:08237:1293,Buhlbach Blume,48.527881,8.273286,,,,
de:08237:1293:0:1,Buhlbach Blume Bstg 1,48.527881,8.273286,,,,Bstg 1
de:08237:1293:0:2,Buhlbach Blume Bstg 2,48.527881,8.273286,,,,Bstg 2
de:08237:1311:0:1,Reichenbacher Höfe Bstg 1,48.516177,8.380689,,,,Bstg 1
de:08237:1311:0:2,Reichenbacher Höfe Bstg 2,48.516177,8.380689,,,,Bstg 2
de:08237:1312:0:1,Tonbach Waldheim Bstg 1,48.519789,8.375047,,,,Bstg 1
de:08237:1312:0:2,Tonbach Waldheim Bstg 2,48.519789,8.375047,,,,Bstg 2
de:08237:1321:0:1,Tonbach Pflug Bstg 1,48.524418,8.364735,,,,Bstg 1
de:08237:1321:0:2,Tonbach Pflug Bstg 2,48.524418,8.364735,,,,Bstg 2
de:08237:1322:0:1,Tonbach Waldlust Bstg 1,48.527910,8.361950,,,,Bstg 1
de:08237:1322:0:2,Tonbach Waldlust Bstg 2,48.527910,8.361950,,,,Bstg 2
de:08237:1323:0:1,Tonbach Traube/Tanne Bstg 1,48.537261,8.358204,,,,Bstg 1
de:08237:1323:0:2,Tonbach Traube/Tanne Bstg 2,48.537261,8.358204,,,,Bstg 2
de:08237:1401,Klosterreichenbach Rathaus,48.524704,8.398619,,,,
de:08237:1402,Klosterreichenbach Kirche,48.525757,8.400434,,,,
de:08237:1403:1:1,Heselbach Bahnhof,48.535590,8.399517,,,,
de:08237:1403:1:2,Heselbach Bahnhof,48.535608,8.399661,,,,
de:08237:1403:4,Heselbach Bahnhof,48.536113,8.400047,,,,
de:08237:1411,Röt Auto Schleeh,48.557195,8.399059,,,,
de:08237:1413:0:2,Schönegründ Besenf. Steige Bstg 2,48.571267,8.404341,,,,Bstg 2
de:08237:1421:1:1,Huzenbach Bahnhof,48.582749,8.391244,,,,
de:08237:1421:2,Huzenbach Bahnhof,48.582749,8.391477,,,,
de:08237:1431:1:1,Schwarzenberg (Murg) Bahnhof,48.598804,8.383680,,,,
de:08237:1431:3,Schwarzenberg (Murg) Bahnhof,48.598186,8.384390,,,,
de:08237:1501:0:1,Schönmünzach Schule Bstg 1,48.600972,8.373852,,,,Bstg 1
de:08237:1501:0:2,Schönmünzach Schule Bstg 2,48.600972,8.373852,,,,Bstg 2
de:08237:1502:1:1,Schönmünzach Bahnhof,48.605481,8.369334,,de:08237:1502_Parent,,
de:08237:1502:1:2,Schönmünzach Bahnhof,48.605505,8.369397,,de:08237:1502_Parent,,
de:08237:1502:2,Schönmünzach Bahnhof,48.605546,8.368840,,de:08237:1502_Parent,,
de:08237:1502:2:1,Schönmünzach Bahnhof Bstg 1,48.605451,8.369073,,de:08237:1502_Parent,,Bstg 1
de:08237:1502:2:2,Schönmünzach Bahnhof Bstg 2,48.605451,8.369073,,de:08237:1502_Parent,,Bstg 2
de:08237:1502_Parent,Schönmünzach Bahnhof,48.605451,8.369073,1,,,
de:08237:1503:0:1,Schönmünzach Kirche Bstg 1,48.602095,8.359192,,,,Bstg 1
de:08237:1503:0:2,Schönmünzach Kirche Bstg 2,48.602095,8.359192,,,,Bstg 2
de:08237:1505:0:1,Schönmünzach Schönmünz Bstg 1,48.606622,8.362453,,,,Bstg 1
de:08237:1505:0:2,Schönmünzach Schönmünz Bstg 2,48.606622,8.362453,,,,Bstg 2
de:08237:1511:0:1,Schönmünzach Tauchert Bstg 1,48.596820,8.349715,,,,Bstg 1
de:08237:1511:0:2,Schönmünzach Tauchert Bstg 2,48.596820,8.349715,,,,Bstg 2
de:08237:1521:0:1,Zwickgabel Bstg 1,48.587931,8.319217,,,,Bstg 1
de:08237:1521:0:2,Zwickgabel Bstg 2,48.587931,8.319217,,,,Bstg 2
de:08237:1531:0:1,Leimiß Abzw. Bstg 1,48.587438,8.305051,,,,Bstg 1
de:08237:1531:0:2,Leimiß Abzw. Bstg 2,48.587438,8.305051,,,,Bstg 2
de:08237:1541:0:1,Vorderlangenbach Bstg 1,48.587028,8.297541,,,,Bstg 1
de:08237:1541:0:2,Vorderlangenbach Bstg 2,48.587028,8.297541,,,,Bstg 2
de:08237:1551:0:1,Mittellangenbach Bstg 1,48.587153,8.280221,,,,Bstg 1
de:08237:1551:0:2,Mittellangenbach Bstg 2,48.587153,8.280221,,,,Bstg 2
de:08237:1561:0:1,Hinterlangenbach Bstg 1,48.592031,8.253011,,,,Bstg 1
de:08237:1561:0:2,Hinterlangenbach Bstg 2,48.592031,8.253011,,,,Bstg 2
de:08237:1711:0:1,Igelsberg Abzw. Bstg 1,48.535685,8.429099,,,,Bstg 1
de:08237:1711:0:2,Igelsberg Abzw. Bstg 2,48.535685,8.429099,,,,Bstg 2
de:08237:1712:0:1,Igelsberg Ort Bstg 1,48.538820,8.440876,,,,Bstg 1
de:08237:1712:0:2,Igelsberg Ort Bstg 2,48.538820,8.440876,,,,Bstg 2
de:08237:1720:0:1,Besenfeld Altes Rathaus Bstg 1,48.596879,8.420457,,,,Bstg 1
de:08237:1720:0:2,Besenfeld Altes Rathaus Bstg 2,48.596879,8.420457,,,,Bstg 2
de:08237:1722:0:1,Besenfeld Oberwiesenhof Bstg 1,48.591550,8.418346,,,,Bstg 1
de:08237:1722:0:2,Besenfeld Oberwiesenhof Bstg 2,48.591550,8.418346,,,,Bstg 2
de:08237:1731:0:1,Urnagold B 294 Bstg 1,48.603622,8.436483,,,,Bstg 1
de:08237:1731:0:2,Urnagold B 294 Bstg 2,48.603622,8.436483,,,,Bstg 2
de:08237:1741:0:1,Eisenbach Bstg 1,48.599594,8.449760,,,,Bstg 1
de:08237:1741:0:2,Eisenbach Bstg 2,48.599594,8.449760,,,,Bstg 2
de:08237:1751:0:1,Allmandle Bstg 1,48.586030,8.467367,,,,Bstg 1
de:08237:1751:0:2,Allmandle Bstg 2,48.586030,8.467367,,,,Bstg 2
de:08237:1761:0:1,Göttelfingen Rathaus Bstg 1,48.579707,8.469262,,,,Bstg 1
de:08237:1761:0:2,Göttelfingen Rathaus Bstg 2,48.579707,8.469262,,,,Bstg 2
de:08237:1762:0:1,Göttelfingen Baisinger Str. Bstg 1,48.495108,8.757882,,,,Bstg 1
de:08237:1762:0:2,Göttelfingen Baisinger Str. Bstg 2,48.495108,8.757882,,,,Bstg 2
de:08237:1771:0:1,Schernbach Ort Bstg 1,48.561720,8.486995,,,,Bstg 1
de:08237:1771:0:2,Schernbach Ort Bstg 2,48.561720,8.486995,,,,Bstg 2
de:08237:1782:0:1,Erzgrube Schernbacher Str. Bstg 1,48.548704,8.471814,,,,Bstg 1
de:08237:1782:0:2,Erzgrube Schernbacher Str. Bstg 2,48.548704,8.471814,,,,Bstg 2
de:08237:17841:0:2,Seewald Hochdorf Bstg 2,48.588092,8.506938,,,,Bstg 2
de:08237:185:0:1,Holzach,47.943690,9.001191,,,,
de:08237:1901:0:1,Wittlensweiler Industriegeb. Bstg 1,48.467163,8.439429,,,,Bstg 1
de:08237:1901:0:2,Wittlensweiler Industriegeb. Bstg 2,48.467163,8.439429,,,,Bstg 2
de:08237:1902:0:2,Wittlensweiler Kirche Bstg 2,48.471612,8.450407,,,,Bstg 2
de:08237:1903:0:1,Wittlensweiler Halde Ost Bstg 1,48.477323,8.444460,,,,Bstg 1
de:08237:1903:0:2,Wittlensweiler Halde Ost Bstg 2,48.477323,8.444460,,,,Bstg 2
de:08237:1904:0:1,Wittlensweiler Friedhof Bstg 1,48.470784,8.447874,,,,Bstg 1
de:08237:1904:0:2,Wittlensweiler Friedhof Bstg 2,48.470784,8.447874,,,,Bstg 2
de:08237:1905:0:1,Wittlensweiler Krone Bstg 1,48.471606,8.450407,,,,Bstg 1
de:08237:1906:0:1,Wittlensw.-Industriegeb./TÜV Bstg 1,48.466025,8.438576,,,,Bstg 1
de:08237:1907:0:1,Wittlensw.-Einsteinstr./ALDI Bstg 1,48.464929,8.440606,,,,Bstg 1
de:08237:1908:0:1,Wittlensw. Höhenbäumle Bstg 1,48.472994,8.459031,,,,Bstg 1
de:08237:1908:0:2,Wittlensw. Höhenbäumle Bstg 2,48.472994,8.459031,,,,Bstg 2
de:08237:1909:0:2,Wittlensweiler Seebach Bstg 2,48.474364,8.447766,,,,Bstg 2
de:08237:1911:0:1,Grüntal Haldenstr. Bstg 1,48.480009,8.468517,,,,Bstg 1
de:08237:1911:0:2,Grüntal Haldenstr. Bstg 2,48.480009,8.468517,,,,Bstg 2
de:08237:1912,Grüntal Schachenäcker,48.477502,8.462732,,,,
de:08237:1912:0:1,Grüntal Schachenäcker Bstg 1,48.477502,8.462732,,,,Bstg 1
de:08237:1912:0:2,Grüntal Schachenäcker Bstg 2,48.477502,8.462732,,,,Bstg 2
de:08237:1913:2:1,Grüntal-Wittlensweiler,48.475382,8.461106,,,,
de:08237:1921:0:1,Frutenhof Bstg 1,48.488000,8.463280,,,,Bstg 1
de:08237:1921:0:2,Frutenhof Bstg 2,48.488000,8.463280,,,,Bstg 2
de:08237:1931:0:1,Untermusbach Schule Bstg 1,48.500329,8.469595,,,,Bstg 1
de:08237:1931:0:2,Untermusbach Schule Bstg 2,48.500329,8.469595,,,,Bstg 2
de:08237:1932:0:1,Untermusbach Brücke Bstg 1,48.497965,8.468508,,,,Bstg 1
de:08237:1932:0:2,Untermusbach Brücke Bstg 2,48.497965,8.468508,,,,Bstg 2
de:08237:1933,Untermusbach Sauwasen,48.495453,8.472793,,,,
de:08237:1941:0:1,Obermusbach Bstg 1,48.506971,8.468445,,,,Bstg 1
de:08237:1941:0:2,Obermusbach Bstg 2,48.506971,8.468445,,,,Bstg 2
de:08237:2111,FDS Langenwaldsee,48.451305,8.394253,,,,
de:08237:2111:0:1,FDS Langenwaldsee Bstg 1,48.451305,8.394253,,,,Bstg 1
de:08237:2111:0:2,FDS Langenwaldsee Bstg 2,48.451305,8.394253,,,,Bstg 2
de:08237:2121,FDS Campingplatz,48.461224,8.356281,,,,
de:08237:2121:0:1,FDS Campingplatz Bstg 1,48.461224,8.356281,,,,Bstg 1
de:08237:2121:0:2,FDS Campingplatz Bstg 2,48.461224,8.356281,,,,Bstg 2
de:08237:2201,Kniebis Skistadion/Besucherz.,48.474536,8.295097,,,,
de:08237:2201:0:1,Kniebis Skistadion/Besucherz. Bstg 1,48.474536,8.295097,,,,Bstg 1
de:08237:2201:0:2,Kniebis Skistadion/Besucherz. Bstg 2,48.474536,8.295097,,,,Bstg 2
de:08237:2202,Kniebis Dorf,48.472005,8.311015,,,,
de:08237:2202:0:1,Kniebis Dorf Bstg 1,48.472005,8.311015,,,,Bstg 1
de:08237:2202:0:2,Kniebis Dorf Bstg 2,48.472005,8.311015,,,,Bstg 2
de:08237:2203,Kniebis Waldeck,48.471993,8.306057,,,,
de:08237:2203:0:1,Kniebis Waldeck Bstg 1,48.471993,8.306057,,,,Bstg 1
de:08237:2204,Kniebis Schwimmbad,48.470737,8.317070,,,,
de:08237:2204:0:1,Kniebis Schwimmbad Bstg 1,48.470737,8.317070,,,,Bstg 1
de:08237:2204:0:2,Kniebis Schwimmbad Bstg 2,48.470737,8.317070,,,,Bstg 2
de:08237:2205:0:1,Kniebis Eichelbach Bstg 1,48.465150,8.298682,,,,Bstg 1
de:08237:2205:0:2,Kniebis Eichelbach Bstg 2,48.465150,8.298682,,,,Bstg 2
de:08237:2206,Kniebis Klosterhof,48.472005,8.306587,,,,
de:08237:2206:0:2,Kniebis Klosterhof Bstg 2,48.472005,8.306587,,,,Bstg 2
de:08237:2211:0:1,Alexanderschanze Bstg 1,48.480205,8.276664,,,,Bstg 1
de:08237:2211:0:2,Alexanderschanze Bstg 2,48.480205,8.276664,,,,Bstg 2
de:08237:2401:0:1,Ruhestein Bstg 1,48.560917,8.221390,,,,Bstg 1
de:08237:2401:0:2,Ruhestein Bstg 2,48.560917,8.221390,,,,Bstg 2
de:08237:2601:0:1,Bad Rippoldsau Kirche Bstg 1,48.427216,8.329512,,,,Bstg 1
de:08237:2601:0:2,Bad Rippoldsau Kirche Bstg 2,48.427216,8.329512,,,,Bstg 2
de:08237:2602:0:1,Bad Rippoldsau Klinik Bstg 1,48.435495,8.316809,,,,Bstg 1
de:08237:2602:0:2,Bad Rippoldsau Klinik Bstg 2,48.435495,8.316809,,,,Bstg 2
de:08237:2603:0:1,Bad Rippoldsau Post Bstg 1,48.429130,8.326026,,,,Bstg 1
de:08237:2603:0:2,Bad Rippoldsau Post Bstg 2,48.429130,8.326026,,,,Bstg 2
de:08237:2604:0:1,Rippoldsau Schmiedb. Bstg 1,48.440102,8.314357,,,,Bstg 1
de:08237:2604:0:2,Rippoldsau Schmiedb. Bstg 2,48.440102,8.314357,,,,Bstg 2
de:08237:2605:0:1,Rippoldsau Reichenbach Bstg 1,48.430954,8.335252,,,,Bstg 1
de:08237:2605:0:2,Rippoldsau Reichenbach Bstg 2,48.430954,8.335252,,,,Bstg 2
de:08237:2611:0:1,Holzwald Bäckerei Bstg 1,48.447629,8.300451,,,,Bstg 1
de:08237:2611:0:2,Holzwald Bäckerei Bstg 2,48.447629,8.300451,,,,Bstg 2
de:08237:2612:0:1,Holzwald Holzwälder Höhe Bstg 1,48.446890,8.294379,,,,Bstg 1
de:08237:2612:0:2,Holzwald Holzwälder Höhe Bstg 2,48.446890,8.294379,,,,Bstg 2
de:08237:2613:0:1,Holzwald Steinbruch Bstg 1,48.456280,8.287300,,,,Bstg 1
de:08237:2613:0:2,Holzwald Steinbruch Bstg 2,48.456280,8.287300,,,,Bstg 2
de:08237:2614:0:1,Holzwald Skilift Bstg 1,48.450024,8.289429,,,,Bstg 1
de:08237:2614:0:2,Holzwald Skilift Bstg 2,48.450024,8.289429,,,,Bstg 2
de:08237:2621:0:1,Vor Seebach Bstg 1,48.403808,8.312659,,,,Bstg 1
de:08237:2621:0:2,Vor Seebach Bstg 2,48.403808,8.312659,,,,Bstg 2
de:08237:2622:0:1,Bad Rippoldsau TÖS Bstg 1,48.417052,8.329619,,,,Bstg 1
de:08237:2622:0:2,Bad Rippoldsau TÖS Bstg 2,48.417052,8.329619,,,,Bstg 2
de:08237:2623:0:1,Rippoldsau Letztes Gstehr Bstg 1,48.413158,8.328281,,,,Bstg 1
de:08237:2623:0:2,Rippoldsau Letztes Gstehr Bstg 2,48.413158,8.328281,,,,Bstg 2
de:08237:2624:0:1,Schapbach Fabrik Bstg 1,48.396681,8.312264,,,,Bstg 1
de:08237:2624:0:2,Schapbach Fabrik Bstg 2,48.396681,8.312264,,,,Bstg 2
de:08237:2625:0:1,Rippoldsau Dollenbach Bstg 1,48.413158,8.328281,,,,Bstg 1
de:08237:2625:0:2,Rippoldsau Dollenbach Bstg 2,48.413158,8.328281,,,,Bstg 2
de:08237:2631:0:1,Schapbach Post Bstg 1,48.378205,8.291441,,,,Bstg 1
de:08237:2631:0:2,Schapbach Post Bstg 2,48.378205,8.291441,,,,Bstg 2
de:08237:2632:0:1,Schapbach Tanne Bstg 1,48.373145,8.282754,,,,Bstg 1
de:08237:2632:0:2,Schapbach Tanne Bstg 2,48.373145,8.282754,,,,Bstg 2
de:08237:2633:0:1,Schapbach Ochsen Bstg 1,48.367613,8.279646,,,,Bstg 1
de:08237:2633:0:2,Schapbach Ochsen Bstg 2,48.367613,8.279646,,,,Bstg 2
de:08237:2634:0:2,Schapbach Schwimmbad Bstg 1,48.376559,8.288234,,,,Bstg 1
de:08237:2635:0:2,Schapbach Rössle Bstg 1,48.363179,8.273618,,,,Bstg 1
de:08237:2636:0:1,Schapbach Salzbrunnen Bstg 1,48.382215,8.298340,,,,Bstg 1
de:08237:2636:0:2,Schapbach Salzbrunnen Bstg 2,48.382215,8.298340,,,,Bstg 2
de:08237:2637:0:1,Schapbach Schmiedsberg Bstg 1,48.388300,8.307737,,,,Bstg 1
de:08237:2637:0:2,Schapbach Schmiedsberg Bstg 2,48.388300,8.307737,,,,Bstg 2
de:08237:2638:0:1,Schapbach Bärenpark Bstg 1,48.388300,8.307737,,,,Bstg 1
de:08237:2638:0:2,Schapbach Bärenpark Bstg 2,48.388300,8.307737,,,,Bstg 2
de:08237:2639:0:1,Schapbach Zierle 2/Fabrik Bstg 1,48.363179,8.273618,,,,Bstg 1
de:08237:2639:0:2,Schapbach Zierle 2/Fabrik Bstg 2,48.363179,8.273618,,,,Bstg 2
de:08237:2711:0:1,FDS Lauferbrunnen Bstg 1,48.443171,8.398296,,,,Bstg 1
de:08237:2711:0:2,FDS Lauferbrunnen Bstg 2,48.443171,8.398296,,,,Bstg 2
de:08237:2721:0:1,Zwieselberg Bstg 1,48.436282,8.361357,,,,Bstg 1
de:08237:2721:0:2,Zwieselberg Bstg 2,48.436282,8.361357,,,,Bstg 2
de:08237:2811:0:1,Vordersteinwald Bstg 1,48.426358,8.401197,,,,Bstg 1
de:08237:2811:0:2,Vordersteinwald Bstg 2,48.426358,8.401197,,,,Bstg 2
de:08237:2817:0:1,Ödenwald Abzw. Bstg 1,48.412395,8.406344,,,,Bstg 1
de:08237:2817:0:2,Ödenwald Abzw. Bstg 2,48.412395,8.406344,,,,Bstg 2
de:08237:2821:0:1,Ödenwald Adrionshof Bstg 1,48.414685,8.411905,,,,Bstg 1
de:08237:2821:0:2,Ödenwald Adrionshof Bstg 2,48.414685,8.411905,,,,Bstg 2
de:08237:2822:0:1,Abzw. Büchenberg Bstg 1,48.410028,8.436699,,,,Bstg 1
de:08237:2822:0:2,Abzw. Büchenberg Bstg 2,48.410028,8.436699,,,,Bstg 2
de:08237:2831:0:1,Schömberg Solhof Bstg 1,48.398560,8.404009,,,,Bstg 1
de:08237:2831:0:2,Schömberg Solhof Bstg 2,48.398560,8.404009,,,,Bstg 2
de:08237:2832:0:1,Schömberg Rathaus Bstg 1,48.395584,8.407521,,,,Bstg 1
de:08237:2832:0:2,Schömberg Rathaus Bstg 2,48.395584,8.407521,,,,Bstg 2
de:08237:2833:0:1,Schömberg Altenburgstr. Bstg 1,48.394075,8.404126,,,,Bstg 1
de:08237:2833:0:2,Schömberg Altenburgstr. Bstg 2,48.394075,8.404126,,,,Bstg 2
de:08237:2841,Reinerzau Bühlsäge,48.361991,8.372083,,,,
de:08237:2841:0:1,Reinerzau Bühlsäge Bstg 1,48.361991,8.372083,,,,Bstg 1
de:08237:2841:0:2,Reinerzau Bühlsäge Bstg 2,48.361991,8.372083,,,,Bstg 2
de:08237:2842,Reinerzau Auerhahn,48.373462,8.372739,,,,
de:08237:2842:0:1,Reinerzau Auerhahn Bstg 1,48.373462,8.372739,,,,Bstg 1
de:08237:2842:0:2,Reinerzau Auerhahn Bstg 2,48.373462,8.372739,,,,Bstg 2
de:08237:2843,Reinerzau Oberes Dörfle,48.381660,8.376242,,,,
de:08237:2843:0:1,Reinerzau Oberes Dörfle Bstg 1,48.381660,8.376242,,,,Bstg 1
de:08237:2843:0:2,Reinerzau Oberes Dörfle Bstg 2,48.381660,8.376242,,,,Bstg 2
de:08237:2844,Reinerzau Rötenbächle,48.384798,8.384875,,,,
de:08237:2844:0:1,Reinerzau Rötenbächle Bstg 1,48.384798,8.384875,,,,Bstg 1
de:08237:2844:0:2,Reinerzau Rötenbächle Bstg 2,48.384798,8.384875,,,,Bstg 2
de:08237:2846,Reinerzau Rauher Felsen,48.346745,8.366459,,,,
de:08237:2846:0:1,Reinerzau Rauher Felsen Bstg 1,48.346745,8.366459,,,,Bstg 1
de:08237:2846:0:2,Reinerzau Rauher Felsen Bstg 2,48.346745,8.366459,,,,Bstg 2
de:08237:2847,Reinerzau Unterdickenhof,48.349844,8.367349,,,,
de:08237:2847:0:1,Reinerzau Unterdickenhof Bstg 1,48.349844,8.367349,,,,Bstg 1
de:08237:2847:0:2,Reinerzau Unterdickenhof Bstg 2,48.349844,8.367349,,,,Bstg 2
de:08237:2848,Reinerzau Unteres Dörfle,48.356870,8.370807,,,,
de:08237:2848:0:1,Reinerzau Unteres Dörfle Bstg 1,48.356870,8.370807,,,,Bstg 1
de:08237:2848:0:2,Reinerzau Unteres Dörfle Bstg 2,48.356870,8.370807,,,,Bstg 2
de:08237:2873,Pfalzgrafenweiler Porschestr.,48.535203,8.571787,,,,
de:08237:2873:0:1,Pfalzgrafenweiler Porschestr. Bstg 1,48.535203,8.571787,,,,Bstg 1
de:08237:3001:0:1,Loßburg Arburg Bstg 1,48.406975,8.450317,,,,Bstg 1
de:08237:3001:0:2,Loßburg Arburg Bstg 2,48.406975,8.450317,,,,Bstg 2
de:08237:3004:0:1,Loßburg Oberndorfer Str. Bstg 1,48.409551,8.453264,,,,Bstg 1
de:08237:3004:0:2,Loßburg Oberndorfer Str. Bstg 2,48.409551,8.453264,,,,Bstg 2
de:08237:3005:0:Mast1,Loßburg ZOB Bstg Mast1,48.413856,8.449796,,de:08237:3005_Parent,,Bstg Mast1
de:08237:3005:0:Mast2,Loßburg ZOB Bstg Mast2,48.413886,8.449895,,de:08237:3005_Parent,,Bstg Mast2
de:08237:3005:0:Mast3,Loßburg ZOB Bstg Mast3,48.413934,8.449958,,de:08237:3005_Parent,,Bstg Mast3
de:08237:3005:0:Mast4,Loßburg ZOB Bstg Mast4,48.413999,8.449634,,de:08237:3005_Parent,,Bstg Mast4
de:08237:3005:0:Mast5,Loßburg ZOB Bstg Mast5,48.414065,8.449670,,de:08237:3005_Parent,,Bstg Mast5
de:08237:3005_Parent,Loßburg ZOB,48.413975,8.449778,1,,,
de:08237:3011:0:1,Lauterbad B 294 Bstg 1,48.445811,8.440400,,,,Bstg 1
de:08237:3011:0:2,Lauterbad B 294 Bstg 2,48.445811,8.440400,,,,Bstg 2
de:08237:3021:0:1,Loßburg  Abzw. Lombach Bstg 1,48.422728,8.446131,,,,Bstg 1
de:08237:3021:0:2,Loßburg  Abzw. Lombach Bstg 2,48.422728,8.446131,,,,Bstg 2
de:08237:3022.0:1,Loßburg-Rodt Dorfplatz,48.419264,8.444254,,de:08237:3022_Parent,,
de:08237:3022.0:2,Loßburg-Rodt Dorfplatz,48.419264,8.444254,,de:08237:3022_Parent,,
de:08237:3022:0:1,Loßburg-Rodt Dorfplatz Bstg 1,48.419264,8.444254,,de:08237:3022_Parent,,Bstg 1
de:08237:3022:0:2,Loßburg-Rodt Dorfplatz Bstg 2,48.419264,8.444254,,de:08237:3022_Parent,,Bstg 2
de:08237:3022_Parent,Loßburg-Rodt Dorfplatz,48.419264,8.444254,1,,,
de:08237:30965,Nordstetten Josef-Hezel-Straße,0.000000,0.000000,,,,
de:08237:30965:0:2,Nordstetten Josef-Hezel-Straße Bstg 2,48.440310,8.698730,,,,Bstg 2
de:08237:30966:0:2,Nordstetten Scheibenbusstraße Bstg 2,48.439476,8.701055,,,,Bstg 2
de:08237:3101:0:1,Wittendorf Rathaus Bstg 1,48.419216,8.498835,,,,Bstg 1
de:08237:3102:0:1,Wittendorf Hauptstraße Bstg 1,48.420546,8.492071,,,,Bstg 1
de:08237:3102:0:2,Wittendorf Hauptstraße Bstg 2,48.420546,8.492071,,,,Bstg 2
de:08237:3103:0:1,Wittendorf Laiberghalle Bstg 1,48.421672,8.498125,,,,Bstg 1
de:08237:3111:0:1,Sulzbach Bstg 1,48.424283,8.452572,,,,Bstg 1
de:08237:3111:0:2,Sulzbach Bstg 2,48.424283,8.452572,,,,Bstg 2
de:08237:3121:0:1,Lombach Oberdorf Bstg 1,48.428993,8.470574,,,,Bstg 1
de:08237:3121:0:2,Lombach Oberdorf Bstg 2,48.428993,8.470574,,,,Bstg 2
de:08237:3131:0:1,Lombach Linde Bstg 1,48.431150,8.474985,,,,Bstg 1
de:08237:3131:0:2,Lombach Linde Bstg 2,48.431150,8.474985,,,,Bstg 2
de:08237:3141:0:1,Ursental Bstg 1,48.431568,8.491334,,,,Bstg 1
de:08237:3141:0:2,Ursental Bstg 2,48.431568,8.491334,,,,Bstg 2
de:08237:3151:0:1,Wittendorf Schnaitertal Bstg 1,48.410857,8.479494,,,,Bstg 1
de:08237:3151:0:2,Wittendorf Schnaitertal Bstg 2,48.410857,8.479494,,,,Bstg 2
de:08237:3211:0:1,Dottenweiler Bstg 1,48.397176,8.468894,,,,Bstg 1
de:08237:3211:0:2,Dottenweiler Bstg 2,48.397176,8.468894,,,,Bstg 2
de:08237:3221:0:1,Oberbrändi Bürgerstüble Bstg 1,48.396448,8.499006,,,,Bstg 1
de:08237:3221:0:2,Oberbrändi Bürgerstüble Bstg 2,48.396448,8.499006,,,,Bstg 2
de:08237:3222:0:1,Oberbrändi Ortsmitte Bstg 1,48.394707,8.501449,,,,Bstg 1
de:08237:3222:0:2,Oberbrändi Ortsmitte Bstg 2,48.394707,8.501449,,,,Bstg 2
de:08237:3231:0:1,Unterbrändi Bstg 1,48.392041,8.514088,,,,Bstg 1
de:08237:3231:0:2,Unterbrändi Bstg 2,48.392041,8.514088,,,,Bstg 2
de:08237:3241:0:2,Sterneck Bstg 2,48.389654,8.492385,,,,Bstg 2
de:08237:32983:1:1,FDS Schulz./Panoramabad (Bahn),48.467354,8.421499,,,,
de:08237:32999,Huzenbach Kurhaus,0.000000,0.000000,,,,
de:08237:3301:0:1,Ehlenbogen Rathaus Bstg 1,48.386105,8.434821,,,,Bstg 1
de:08237:3301:0:2,Ehlenbogen Rathaus Bstg 2,48.386105,8.434821,,,,Bstg 2
de:08237:3302:0:1,Ehlenbogen Metzgerbauer Bstg 1,48.379351,8.419783,,,,Bstg 1
de:08237:3302:0:2,Ehlenbogen Metzgerbauer Bstg 2,48.379351,8.419783,,,,Bstg 2
de:08237:3303:0:1,Ehlenbogen Unterehlenbogen Bstg 1,48.371839,8.411851,,,,Bstg 1
de:08237:3303:0:2,Ehlenbogen Unterehlenbogen Bstg 2,48.371839,8.411851,,,,Bstg 2
de:08237:3304:0:1,Ehlenbogen Adler Bstg 1,48.359783,8.413513,,,,Bstg 1
de:08237:3304:0:2,Ehlenbogen Adler Bstg 2,48.359783,8.413513,,,,Bstg 2
de:08237:3311:0:1,Wälde Linde Bstg 1,48.380682,8.478919,,,,Bstg 1
de:08237:3311:0:2,Wälde Linde Bstg 2,48.380682,8.478919,,,,Bstg 2
de:08237:3312:0:1,Wälde Jägerhäusle Bstg 1,48.384935,8.474087,,,,Bstg 1
