stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code
08236:04001:0:1,Pinache Großglattbacher Straße,47.919597,8.934302,,,,
08236:04001:0:2,Pinache Großglattbacher Straße,47.919597,8.934302,,,,
08236:04002:0.2,Großglattbach Panoramastraße,0.000000,0.000000,,,,
08236:04002:0:1,Großglattbach Panoramastraße,47.919597,8.934302,,,,
08236:04003:0:1,Großglattbach Iptinger Weg,47.919597,8.934302,,,,
08236:04005:0:1,Großglattbach Fronackerweg Bstg 1,47.919597,8.934302,,,,Bstg 1
08236:04006:0:1,Großglattbach Marsstraße,47.919597,8.934302,,,,
08236:04007:0:1,Großglattbach Galileistraße,47.919597,8.934302,,,,
08236:04009:0:1,Pinache Friedhof,47.919597,8.934302,,,,
08236:04010:0:1,Wiernsheim AZP,47.919597,8.934302,,,,
08236:04011:0:1,Wiernsheim Apotheke,47.919597,8.934302,,,,
DE:08235:3040:0:3,Heumaden (Calw): Waldenser Str Bstg 3,47.919597,8.934302,,,,Bstg 3
DE:08235:3045:0:3,Heumaden (Calw) :Hagebuttenw. Bstg 3,47.919597,8.934302,,,,Bstg 3
at:48:466:0:6,Bregenz Hafen Bahnhof,47.506529,9.747448,,,,
ch:23001:18880:90,Klingnau,47.581920,8.249409,,,,
ch:23001:19169:90,Rietheim,47.600750,8.277302,,,,
ch:23001:19182:90,"Rekingen, Bahnhof",47.570194,8.327185,,,,
ch:23001:19304:90,"Mellikon, Bahnhof",47.568442,8.352751,,,,
ch:23001:19464:90,Koblenz Dorf,47.609453,8.240156,,,,
ch:23001:20019:90,Baden,47.476489,8.307314,,,,
ch:23001:20020:90,"Kaiserstuhl AG, Bahnhof",47.566588,8.418822,,,,
ch:23001:20198:90,Brugg AG,47.480866,8.209065,,,,
ch:23001:20200:90,"Döttingen, Bahnhof",47.575685,8.256344,,,,
ch:23001:20201:90,Siggenthal-Würenlingen,47.517978,8.240084,,,,
ch:23001:20202:90,"Bad Zurzach, Bahnhof",47.588392,8.295672,,,,
ch:23001:20204:90,"Koblenz, Bahnhof",47.600344,8.227176,,,,
ch:23001:20513:90,"Rümikon, Bahnhof",47.565272,8.374140,,,,
ch:23001:817:90,"Turgi, Bahnhof",47.491860,8.253460,,,,
ch:23001:818:90,Wettingen,47.459710,8.315543,,,,
ch:23001:819:90,Killwangen-Spreitenbach,47.433490,8.354341,,,,
ch:23001:821:90,Neuenhof,47.450836,8.331030,,,,
ch:23002:20460,"Herisau, Bahnhof",47.390171,9.276803,,,,
ch:23002:20460:90,"Herisau, Bahnhof",47.390171,9.276803,,,,
ch:23005:102:1:3,"Basel, Universitätsspital D",47.561132,7.586497,,,,D
ch:23005:102:1:4,"Basel, Universitätsspital A",47.561793,7.585347,,,,A
ch:23005:103:1:2,"Basel, Rankstrasse",47.560750,7.615261,,,,
ch:23005:103:1:3,"Basel, Rankstrasse",47.561411,7.616186,,,,
ch:23005:103:2:1,"Basel, Rankstrasse",47.561029,7.616959,,,,
ch:23005:105:1:1,"Basel, Rheingasse",47.561090,7.591968,,,,
ch:23005:105:1:2,"Basel, Rheingasse",47.560944,7.591303,,,,
ch:23005:108:1:1,"Basel, Rosengartenweg",47.558744,7.603089,,,,
ch:23005:108:1:2,"Basel, Rosengartenweg",47.558811,7.603484,,,,
ch:23005:111:1:2,"Basel, Novartis Campus",47.570733,7.581619,,,,
ch:23005:112:1:1,"Basel, Sportzentrum Rankhof",47.561060,7.621478,,,,
ch:23005:112:1:2,"Basel, Sportzentrum Rankhof",47.560926,7.620867,,,,
ch:23005:114:1:2,"Basel, Schifflände C",47.559393,7.587243,,,,C
ch:23005:114:4:10,"Basel, Schifflände E",47.559847,7.588159,,,,E
ch:23005:114:4:3,"Basel, Schifflände F",47.559671,7.588375,,,,F
ch:23005:116:1:2,"Basel, Schützenhaus B",47.553597,7.576921,,,,B
ch:23005:116:2:3,"Basel, Schützenhaus E",47.553021,7.576957,,,,E
ch:23005:116:2:4,"Basel, Schützenhaus F",47.552839,7.576544,,,,F
ch:23005:119:1:1,"Basel, Tinguely Museum B",47.559750,7.612333,,,,B
ch:23005:119:2:2,"Basel, Tinguely Museum C",47.559799,7.611767,,,,C
ch:23005:11:1:1,"Basel, Bernerring",47.548928,7.569546,,,,
ch:23005:11:1:2,"Basel, Bernerring",47.549147,7.569824,,,,
ch:23005:123:1:3,"Basel, Strassburgerallee",47.563654,7.571396,,,,
ch:23005:123:1:4,"Basel, Strassburgerallee",47.563102,7.570534,,,,
ch:23005:129:1:3,"Basel, Thomaskirche A",47.564333,7.562341,,,,A
ch:23005:129:1:4,"Basel, Thomaskirche B",47.564339,7.562548,,,,B
ch:23005:132:1:4,"Basel, Voltaplatz A",47.570776,7.577038,,,,A
ch:23005:137:1:3,"Basel, Wettsteinplatz",47.559186,7.598588,,,,
ch:23005:137:1:4,"Basel, Wettsteinplatz",47.559350,7.598355,,,,
ch:23005:139:1:1,"Basel, Wiesenplatz",47.576770,7.591438,,ch:23005:139_Parent,,
ch:23005:139:1:2,"Basel, Wiesenplatz",47.576515,7.591249,,ch:23005:139_Parent,,
ch:23005:139:1:3,"Basel, Wiesenplatz",47.577267,7.592031,,ch:23005:139_Parent,,
ch:23005:139:1:92,"Basel, Wiesenplatz",47.577303,7.592094,,ch:23005:139_Parent,,
ch:23005:139:1:96,"Basel, Wiesenplatz",47.577079,7.591752,,ch:23005:139_Parent,,
ch:23005:139_Parent,"Basel, Wiesenplatz",47.576733,7.591375,1,,,
ch:23005:13:1:2,"Basel, Birmannsgasse",47.557598,7.575133,,,,
ch:23005:145:1:1,"Basel, Zoo Bachletten",47.550826,7.580550,,,,
ch:23005:145:1:2,"Basel, Zoo Bachletten",47.551117,7.579957,,,,
ch:23005:14:1:1,"Basel, Bläsiring",47.568527,7.590450,,,,
ch:23005:14:1:2,"Basel, Bläsiring",47.568703,7.590351,,,,
ch:23005:15:1:1,"Basel, Blotzheimerstrasse",47.561708,7.569187,,,,
ch:23005:15:1:2,"Basel, Blotzheimerstrasse",47.561617,7.568441,,,,
ch:23005:16:1:2,"Basel, Brausebad D",47.555519,7.575780,,,,D
ch:23005:1:4:1,"Basel, Aeschenplatz A",47.551087,7.594618,,,,A
ch:23005:1:4:2,"Basel, Aeschenplatz B",47.550717,7.593998,,,,B
ch:23005:22:1:1,"Basel, Bundesplatz",47.551232,7.574451,,,,
ch:23005:22:1:2,"Basel, Bundesplatz",47.551469,7.574801,,,,
ch:23005:24:2:4,"Basel, Burgfelderplatz",47.562502,7.573786,,,,
ch:23005:26:1:1,"Basel, Ciba",47.573642,7.590342,,,,
ch:23005:26:1:2,"Basel, Ciba",47.573315,7.590198,,,,
ch:23005:27:1:1,"Basel, Claraplatz",47.562078,7.592893,,ch:23005:27_Parent,,
ch:23005:27:1:2,"Basel, Claraplatz",47.561787,7.593198,,ch:23005:27_Parent,,
ch:23005:27:2:6,"Basel, Claraplatz",47.561357,7.593648,,ch:23005:27_Parent,,
ch:23005:27:3:11,"Basel, Claraplatz",47.561781,7.594142,,ch:23005:27_Parent,,
ch:23005:27:3:5,"Basel, Claraplatz",47.561732,7.593971,,ch:23005:27_Parent,,
ch:23005:27_Parent,"Basel, Claraplatz",47.561684,7.593423,1,,,
ch:23005:300:10:85,Basel SBB,47.546376,7.589372,,ch:23005:300_Parent,,
ch:23005:300:4:71,Basel SBB,47.547018,7.590980,,ch:23005:300_Parent,,
ch:23005:300:4:72,Basel SBB,47.546946,7.590908,,ch:23005:300_Parent,,
ch:23005:300:5:73,Basel SBB,47.546879,7.590899,,ch:23005:300_Parent,,
ch:23005:300:5:74,Basel SBB,47.546818,7.590755,,ch:23005:300_Parent,,
ch:23005:300:6:75,Basel SBB,47.547061,7.589893,,ch:23005:300_Parent,,
ch:23005:300:6:76,Basel SBB,47.546982,7.589830,,ch:23005:300_Parent,,
ch:23005:300:7:77,Basel SBB,47.546921,7.589785,,ch:23005:300_Parent,,
ch:23005:300:7:78,Basel SBB,47.546812,7.589740,,ch:23005:300_Parent,,
ch:23005:300:8:79,Basel SBB,47.546782,7.589668,,ch:23005:300_Parent,,
ch:23005:300:8:80,Basel SBB,47.546679,7.589614,,ch:23005:300_Parent,,
ch:23005:300:9:81,Basel SBB,47.546636,7.589587,,ch:23005:300_Parent,,
ch:23005:300:9:82,Basel SBB,47.546551,7.589515,,ch:23005:300_Parent,,
ch:23005:300_Parent,Basel SBB,47.547394,7.589354,1,,,
ch:23005:33:1:1,"Basel, Dreirosenbrücke D",47.570509,7.590234,,,,D
ch:23005:33:1:2,"Basel, Dreirosenbrücke C",47.570958,7.590108,,,,C
ch:23005:33:1:4,"Basel, Dreirosenbrücke A",47.570697,7.589821,,,,A
ch:23005:37:1:1,"Basel, Feldbergstrasse",47.566103,7.591106,,,,
ch:23005:37:1:2,"Basel, Feldbergstrasse",47.566485,7.590908,,,,
ch:23005:402:1:2,"Basel, Weil am Rhein Grenze",47.588979,7.593037,,,,
ch:23005:403:1:1,"Basel, Bachgraben C",47.563672,7.557491,,,,C
ch:23005:403:1:2,"Basel, Bachgraben B",47.563569,7.557257,,,,B
ch:23005:403:1:3,"Basel, Bachgraben A",47.563339,7.556763,,,,A
ch:23005:409:1:1,"Basel, Otterbach Grenze",47.579775,7.603772,,,,
ch:23005:409:1:2,"Basel, Otterbach Grenze",47.580527,7.604230,,,,
ch:23005:42:1:2,"Basel, Bahnhof St.Johann C",47.570600,7.572897,,,,C
ch:23005:442:1:1,"Basel, Belforterstrasse",47.565175,7.559305,,,,
ch:23005:442:1:2,"Basel, Belforterstrasse",47.565157,7.559620,,,,
ch:23005:472:1:1,"Basel, Ensisheimerstrasse",47.563230,7.566015,,,,
ch:23005:472:1:2,"Basel, Ensisheimerstrasse",47.563060,7.566177,,,,
ch:23005:4:1:1,"Basel, Allmendstrasse",47.562393,7.626445,,,,
ch:23005:4:1:2,"Basel, Allmendstrasse",47.562417,7.626104,,,,
ch:23005:507:0:1,"Basel, Depot Wiesenplatz",47.577163,7.591833,,,,
ch:23005:511:0:10,"Basel, Garage Rank",47.561181,7.616142,,,,
ch:23005:52:1:2,"Basel, Hegenheimerstrasse",47.560423,7.574352,,,,
ch:23005:58:1:1,"Basel, Hoffmann-La Roche",47.559083,7.607886,,,,
ch:23005:58:1:2,"Basel, Hoffmann-La Roche",47.559102,7.607320,,,,
ch:23005:62:1:2,"Basel, Inselstrasse",47.577176,7.589506,,,,
ch:23005:69:1:2,"Basel, Kannenfeldplatz D",47.565685,7.573489,,,,D
ch:23005:69:1:3,"Basel, Kannenfeldplatz C",47.565333,7.573678,,,,C
ch:23005:69:1:6,"Basel, Kannenfeldplatz F",47.565594,7.573067,,,,F
ch:23005:6:2:4,"Basel, Badischer Bahnhof F",47.566327,7.607383,,ch:23005:6_Parent,,F
ch:23005:6:3:5,"Basel, Badischer Bahnhof A",47.566776,7.606754,,ch:23005:6_Parent,,A
ch:23005:6:4:2,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:4:3,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:5:7,"Basel, Badischer Bahnhof B",47.567079,7.606943,,ch:23005:6_Parent,,B
ch:23005:6:6:4,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:6:5,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:7:6,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:7:7,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:8:8,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:8:9,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:9:10,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6:9:11,"Basel, Badischer Bahnhof",47.566485,7.607230,,ch:23005:6_Parent,,
ch:23005:6_Parent,"Basel, Badischer Bahnhof",47.566485,7.607230,1,,,
ch:23005:7056:1:1,"Basel, Kleinhüningeranlage",47.583987,7.593908,,,,
ch:23005:7056:1:2,"Basel, Kleinhüningeranlage",47.583587,7.593746,,,,
ch:23005:70:1:1,"Basel, Kinderspital UKBB",47.563084,7.583066,,,,
ch:23005:70:1:2,"Basel, Kinderspital UKBB",47.563272,7.582958,,,,
ch:23005:72:1:1,"Basel, Kaserne",47.563915,7.591537,,,,
ch:23005:72:1:2,"Basel, Kaserne",47.563539,7.591635,,,,
ch:23005:74:1:1,"Basel, Kleinhüningen",47.581290,7.592156,,,,
ch:23005:74:1:3,"Basel, Kleinhüningen",47.581205,7.592130,,,,
ch:23005:74:1:5,"Basel, Kleinhüningen",47.580430,7.592812,,,,
ch:23005:78:1:1,"Basel, Im langen Loh",47.546157,7.559602,,,,
ch:23005:78:1:2,"Basel, Im langen Loh",47.546212,7.559826,,,,
ch:23005:79:1:1,"Basel, Laupenring",47.548207,7.568082,,,,
ch:23005:79:1:2,"Basel, Laupenring",47.548074,7.567650,,,,
ch:23005:7:1:20,"Basel, Bahnhof SBB E",47.548213,7.590072,,,,E
ch:23005:7:2:61,"Basel, Bahnhof SBB J",47.548413,7.590674,,,,J
ch:23005:801:1:3,"Riehen, Bahnübergang C",47.581151,7.649182,,,,C
ch:23005:801:1:4,"Riehen, Bahnübergang D",47.581290,7.649415,,,,D
ch:23005:807:1:3,"Riehen, Friedhof am Hörnli B",47.566963,7.635931,,,,B
ch:23005:807:1:6,"Riehen, Friedhof am Hörnli A",47.566867,7.636165,,,,A
ch:23005:811:2:5,"Riehen, Habermatten",47.572782,7.629697,,,,
ch:23005:812:1:1,"Riehen, Hinter Gärten D",47.587034,7.655506,,,,D
ch:23005:812:1:2,"Riehen, Hinter Gärten C",47.587156,7.655640,,,,C
ch:23005:813:1:1,"Riehen, Hörnli Grenze",47.562478,7.633614,,,,
ch:23005:813:1:2,"Riehen, Hörnli Grenze",47.562527,7.633802,,,,
ch:23005:816:1:1,"Riehen, Lachenweg",47.575055,7.646442,,,,
ch:23005:816:1:2,"Riehen, Lachenweg",47.575212,7.646415,,,,
ch:23005:817:1:1,"Riehen, Lörracherstrasse",47.592523,7.653709,,,,
ch:23005:817:1:2,"Riehen, Lörracherstrasse",47.592239,7.653296,,,,
ch:23005:821:1:1,"Riehen, Morystrasse",47.574042,7.643037,,,,
ch:23005:821:1:2,"Riehen, Morystrasse",47.573958,7.643333,,,,
ch:23005:822:1:1,"Riehen, Mühlestieg",47.578357,7.647825,,,,
ch:23005:822:1:2,"Riehen, Mühlestieg",47.578109,7.647681,,,,
ch:23005:824:1:1,"Riehen, Otto Wenk-Platz",47.568709,7.637396,,,,
ch:23005:824:1:4,"Riehen, Otto Wenk-Platz",47.568503,7.637180,,,,
ch:23005:826:1:2,"Riehen, Bahnhof",47.583817,7.651921,,ch:23005:826_Parent,,
ch:23005:826:1:3,"Riehen, Bahnhof",47.583653,7.651841,,ch:23005:826_Parent,,
ch:23005:826:2:1,"Riehen, Bahnhof",47.583793,7.651903,,ch:23005:826_Parent,,
ch:23005:826:3:2,"Riehen, Bahnhof",47.583793,7.651903,,ch:23005:826_Parent,,
ch:23005:826_Parent,"Riehen, Bahnhof",47.583793,7.651903,1,,,
ch:23005:827:1:1,"Riehen, Bahnhof Niederholz",47.570364,7.632859,,ch:23005:827_Parent,,
ch:23005:827:1:2,"Riehen, Bahnhof Niederholz",47.570206,7.633030,,ch:23005:827_Parent,,
ch:23005:827:50:50,"Riehen, Bahnhof Niederholz",47.570249,7.632967,,ch:23005:827_Parent,,
ch:23005:827_Parent,"Riehen, Bahnhof Niederholz",47.570249,7.632967,1,,,
ch:23005:834:1:1,"Riehen, Wasserstelzen",47.572673,7.639067,,,,
ch:23005:834:1:2,"Riehen, Wasserstelzen",47.572643,7.639588,,,,
ch:23005:835:1:4,"Riehen, Weilstrasse C",47.589761,7.651697,,ch:23005:835_Parent,,C
ch:23005:835:2:5,"Riehen, Weilstrasse A",47.589846,7.651293,,ch:23005:835_Parent,,A
ch:23005:835:2:6,"Riehen, Weilstrasse B",47.589803,7.651553,,ch:23005:835_Parent,,B
ch:23005:835_Parent,"Riehen, Weilstrasse",47.589452,7.651885,1,,,
ch:23005:842:1:1,"Riehen, Bluttrainweg",47.570315,7.637935,,,,
ch:23005:842:1:2,"Riehen, Bluttrainweg",47.570570,7.638033,,,,
ch:23005:843:1:1,"Riehen, Webergässchen",47.584823,7.651266,,,,
ch:23005:844:1:1,"Riehen, Schmiedgasse",47.584017,7.653170,,,,
ch:23005:844:1:2,"Riehen, Schmiedgasse",47.583859,7.653233,,,,
ch:23005:860:1:1,"Riehen, In der Au",47.585041,7.668432,,,,
ch:23005:860:1:2,"Riehen, In der Au",47.584962,7.668666,,,,
ch:23005:861:1:1,"Riehen, Hohlweg",47.587016,7.660581,,,,
ch:23005:861:1:2,"Riehen, Hohlweg",47.587004,7.660105,,,,
ch:23005:862:1:1,"Riehen, Im Schlipf Bstg 1",47.592433,7.644627,,,,Bstg 1
ch:23005:862:1:2,"Riehen, Im Schlipf Bstg 2",47.592384,7.644537,,,,Bstg 2
ch:23005:864:1:1,"Riehen, Hinterengeli",47.586525,7.663114,,,,
ch:23005:864:1:2,"Riehen, Hinterengeli",47.586471,7.663420,,,,
ch:23005:865:1:1,"Riehen, Inzlinger Zoll",47.585332,7.671100,,,,
ch:23005:865:1:2,"Riehen, Inzlinger Zoll",47.585332,7.671334,,,,
ch:23005:86:1:1,"Basel, Markthalle",47.548922,7.585761,,,,
ch:23005:86:1:2,"Basel, Markthalle",47.548892,7.586353,,,,
ch:23005:87:1:1,"Basel, Marktplatz",47.558520,7.587341,,,,
ch:23005:87:1:2,"Basel, Marktplatz",47.557816,7.587764,,,,
ch:23005:8:2:3,"Basel, Bankverein",47.553554,7.592345,,,,
ch:23005:8:2:4,"Basel, Bankverein",47.552979,7.592866,,,,
ch:23005:90:1:1,"Basel, Metzerstrasse",47.564181,7.578044,,,,
ch:23005:90:1:2,"Basel, Metzerstrasse",47.564127,7.578493,,,,
ch:23005:98:1:1,"Basel, Neubad",47.546928,7.565135,,,,
ch:23005:98:1:2,"Basel, Neubad",47.546873,7.564677,,,,
ch:23005:99:1:1,"Basel, Neuweilerstrasse",47.545739,7.557356,,,,
ch:23005:9:1:1,"Basel, Barfüsserplatz",47.554906,7.589336,,,,
ch:23005:9:1:2,"Basel, Barfüsserplatz",47.554282,7.588977,,,,
ch:23012:19626:90,"Ebikon, Bahnhof",47.084325,8.342061,,,,
ch:23012:20041:90,"Luzern, Bahnhof",47.050078,8.310719,,,,
ch:23012:20424:90,Gisikon-Root,47.121215,8.394568,,,,
ch:23016:19049:90,"St. Gallen, Bahnhof Winkeln",47.403925,9.300842,,,,
ch:23016:19054:90,"St. Gallen, Bahnhof Bruggen",47.407202,9.329642,,,,
ch:23016:20276:90,"Wil SG, Bahnhof",47.462328,9.040923,,,,
ch:23016:20293:90,"Uzwil, Bahnhof",47.436443,9.130971,,,,
ch:23016:20294:90,"Gossau SG, Bahnhof",47.411756,9.253132,,,,
ch:23016:20297:90,"Flawil, Bahnhof",47.415190,9.189765,,,,
ch:23016:20307:90,St. Gallen,47.423208,9.369347,,,,
ch:23016:6984:20,"Rorschach, Hafen (See)",47.478936,9.493656,,,,
ch:23017:12914:90,Beringen Badischer Bahnhof,47.694771,8.572578,,,,
ch:23017:27057:90,Herblingen,47.717120,8.664395,,,,
ch:23017:28218:20,Stein am Rhein (Schifflände),47.660083,8.856445,,,,
ch:23017:31253,"Stein am Rhein, Rathaus",47.659061,8.859931,,,,
ch:23017:31253:0:1,"Stein am Rhein, Rathaus",47.659061,8.859931,,,,
ch:23017:31254,"Stein am Rhein, Untertor",47.661469,8.857227,,,,
ch:23017:31254:0:1,"Stein am Rhein, Untertor",47.661469,8.857227,,,,
ch:23017:31254:0:2,"Stein am Rhein, Untertor",47.661469,8.857227,,,,
ch:23017:31255:0:1,"Stein am Rhein, Strandbad",47.664192,8.850220,,,,
ch:23017:31255:0:2,"Stein am Rhein, Strandbad",47.664192,8.850220,,,,
ch:23017:31988:0:1,"Stein am Rhein, Schule",47.659430,8.861341,,,,
ch:23017:3722,"Stein am Rhein, Bahnhof",47.655769,8.855664,,,,
ch:23017:3722:0:1,"Stein am Rhein, Bahnhof",47.655769,8.855664,,,,
ch:23017:43060,Stein am Rhein Altenheim,47.658795,8.866659,,,,
ch:23017:43061,Stein am Rhein Schule,47.659406,8.861494,,,,
ch:23017:43062,Stein am Rhein Grenzstein,47.660120,8.874367,,,,
ch:23017:50091:90,Neuhausen,47.683058,8.625147,,,,
ch:23017:51001,"Neuhausen, Rheinfall",47.679647,8.617467,,,,
ch:23017:53520:90,"Beringen, Beringerfeld",47.695787,8.592026,,,,
ch:23017:53999:90,Trasadingen Bahnhof,47.662056,8.432728,,,,
ch:23017:55720:90,Schaffhausen,47.698683,8.632756,,,,
ch:23017:55721:90,Neuhausen Bad. Bahnhof,47.682368,8.612607,,,,
ch:23017:55724:90,"Neunkirch, Bahnhof",47.689359,8.495125,,,,
ch:23017:55725:90,Wilchingen-Hallau,47.678975,8.462687,,,,
ch:23017:55901:90,Thayngen,47.745488,8.704370,,,,
ch:23017:6985:90,Schaffhausen Schifflände,47.695273,8.640922,,,,
ch:23017:nvbw_vhb_2159:0:1,Stein am Rhein Chlosterhof,47.659472,8.861880,,,,
ch:23021:18890:2,"Kreuzlingen, Bahnhof Hafen",47.649476,9.181842,,,,
ch:23021:19005:90,"Tägerwilen Dorf, Bahnhof",47.653918,9.139657,,,,
ch:23021:19083:90,Siegershausen,47.610931,9.168116,,,,
ch:23021:19383:90,"Lengwil, Bahnhof",47.625700,9.190125,,,,
ch:23021:19474:90,Kehlhof,47.572237,9.169724,,,,
ch:23021:19523:90,Guntershausen,47.474145,8.917198,,,,
ch:23021:19778:90,Berg (TG),47.582169,9.174566,,,,
ch:23021:19874:90,"Kreuzlingen, Bahnhof Bernrain",47.642147,9.163517,,,,
ch:23021:20254:90,"Weinfelden, Bahnhof",47.566200,9.106294,,,,
ch:23021:20262:90,"Aadorf, Bahnhof",47.488030,8.903077,,,,
ch:23021:20263:90,"Frauenfeld, Bahnhof",47.558277,8.896474,,,,
ch:23021:20264:90,"Kreuzlingen, Bahnhof",47.652701,9.169212,,,,
ch:23021:20463:90,"Sirnach, Bahnhof",47.461897,9.000553,,,,
ch:23021:20465:90,Eschlikon TG,47.461435,8.958548,,,,
ch:23021:20536:90,"Amriswil, Bahnhof",47.550523,9.302261,,,,
ch:23021:20539:90,"Romanshorn, Bahnhof",47.565460,9.379525,,,,
ch:23021:20540:20,Romanshorn (See),47.565212,9.380235,,,,
ch:23021:20541,"Romanshorn, Autoquai",47.564709,9.381080,,,,
ch:23021:24948,"Kreuzlingen, Blaues-Haus-Platz",47.642940,9.183836,,,,
ch:23021:24949,"Kreuzlingen, Breite",47.641711,9.189586,,,,
ch:23021:24954,"Kreuzlingen, Zihlstrasse",47.639659,9.201443,,,,
ch:23021:24979,"Landschlacht, Vorderdorf",47.626390,9.249396,,,,
ch:23021:27476,"Kreuzlingen, Hauptzoll",47.654934,9.173389,,,,
ch:23021:27477,"Kreuzlingen, Helvetiaplatz",47.653083,9.173533,,,,
ch:23021:27478,"Kreuzlingen, Sonnenweg",47.649391,9.174674,,,,
ch:23021:27496,"Kreuzlingen, Seepark",47.640773,9.195964,,,,
ch:23021:27497,"Scherzingen, Kirche",47.632105,9.223237,,,,
ch:23021:27524,"Münsterlingen, Nonnenpförtli",47.631651,9.233882,,,,
ch:23021:3745,"Kreuzlingen, Bärenplatz",47.647328,9.175707,,,,
ch:23021:3746,"Kreuzlingen, Seminar",47.644955,9.179093,,,,
ch:23021:3747,"Kreuzlingen, Kurzrickenbach",47.640077,9.194257,,,,
ch:23021:3748,"Bottighofen, Post",47.639690,9.207839,,,,
ch:23021:3749,"Münsterlingen, Spitaleingang",47.631046,9.236397,,,,
ch:23021:3750,"Scherzingen, Bäckerstübli",47.630301,9.226704,,,,
ch:23021:3753,"Landschlacht, Schulstrasse",47.627419,9.245676,,,,
ch:23021:60184:90,Berlingen (See),47.675486,9.017747,,,,
ch:23021:60292:90,Bottighofen (See),47.645010,9.211711,,,,
ch:23021:65186,Güttingen (See),47.613039,9.292506,,,,
ch:23021:67716,"Schlatt, Paradies (Fähre)",47.685320,8.674303,,,,
ch:23021:6982:90,Horn (See),47.496977,9.463212,,,,
ch:23021:6995:90,Mannenbach (See),47.675401,9.047320,,,,
ch:23021:6997:90,Ermatingen (See),47.675389,9.085498,,,,
ch:23021:6998:90,Gottlieben (Schifflände),47.664760,9.134474,,,,
ch:23021:7000:90,Kreuzlingen Hafen (See),47.652629,9.182426,,,,
ch:23021:7602:90,Altnau (See),47.625185,9.271027,,,,
ch:23021:7603:90,Uttwil (See),47.586925,9.345587,,,,
ch:23021:90006:90,Diessenhofen (Schifflände),47.690466,8.748854,,,,
ch:23021:99004:90,Steckborn (See),47.668705,8.981230,,,,
ch:23021:99005:90,Mammern (See),47.648677,8.916615,,,,
ch:23021:99030:90,Arbon (See),47.512481,9.440189,,,,
ch:23025:20011:90,Zug,47.173745,8.514996,,,,
ch:23025:20012:90,Baar,47.195627,8.523431,,,,
ch:23025:20237:90,Rotkreuz,47.142025,8.430374,,,,
ch:23026:1591:90,"Andelfingen, Bahnhof",47.593680,8.678112,,,,
ch:23026:1592:90,Marthalen,47.635095,8.653022,,,,
ch:23026:18893:90,Zürich Wipkingen,47.392998,8.529549,,,,
ch:23026:18899:90,Zürich Oerlikon,47.411646,8.543975,,,,
ch:23026:18899:91,Zürich Oerlikon,47.411877,8.543957,,,,
ch:23026:18931:90,Winterthur Grüze,47.498864,8.751010,,,,
ch:23026:19042:90,Stettbach,47.397206,8.596132,,,,
ch:23026:19110:90,Schottikon,47.500193,8.811521,,,,
ch:23026:19111:90,Schloss Laufen am Rheinfall,47.676544,8.614287,,,,
ch:23026:19131:90,Räterschen,47.498870,8.794875,,,,
ch:23026:19252:90,Niederglatt,47.487453,8.503417,,,,
ch:23026:19510:90,"Henggart, Bahnhof",47.564321,8.685110,,,,
ch:23026:19551:90,Glattbrugg,47.430725,8.558582,,,,
ch:23026:19904:90,Zürich Hardbrücke,47.385104,8.517394,,,,
ch:23026:19966:90,Glanzenberg,47.398909,8.420260,,,,
ch:23026:20022:90,"Bülach, Bahnhof",47.524063,8.536466,,,,
ch:23026:20038:90,Winterthur,47.500339,8.723576,,,,
ch:23026:20247:90,"Zürich, Flughafen",47.450356,8.562562,,,,
ch:23026:20249:90,"Oberglatt, Bahnhof",47.470271,8.510459,,,,
ch:23026:20250:90,Rümlang,47.454068,8.533007,,,,
ch:23026:20267:90,Dachsen,47.666944,8.613828,,,,
ch:23026:20270:90,"Uster, Bahnhof",47.350552,8.718590,,,,
ch:23026:20279:90,"Rafz, Bahnhof",47.603736,8.543661,,,,
ch:23026:20372:90,"Zweidlen, Bahnhof",47.570546,8.467960,,,,
ch:23026:20373:90,"Glattfelden, Bahnhof",47.548637,8.523880,,,,
ch:23026:20381:90,"Wetzikon ZH, Bahnhof",47.318328,8.791569,,,,
ch:23026:20383:90,"Schwerzenbach ZH, Bahnhof",47.384271,8.658753,,,,
ch:23026:20386:90,"Hüntwangen-Wil, Bahnhof",47.581254,8.513001,,,,
ch:23026:20525:90,Hettlingen,47.545436,8.694740,,,,
ch:23026:20526:90,"Elgg, Bahnhof",47.498658,8.863380,,,,
ch:23026:20530:90,"Dietikon, Bahnhof",47.405652,8.405321,,,,
